DATE	GE	NEP	FAN	ENPH	FSLR	FTEK	RUN	PZD	FCEL	TSLA
23/02/2017	26.70	26.48	11.28	1.69	37.19	1.18	5.91	33.97	18.36	51.20
24/02/2017	26.85	26.51	11.19	1.86	37.90	1.17	5.85	33.87	18.36	51.40
27/02/2017	26.63	26.49	11.14	1.90	37.83	1.17	5.92	34.11	19.20	49.25
28/02/2017	26.51	26.50	11.17	1.79	36.19	1.11	5.69	33.82	18.60	50.00
01/03/2017	26.85	26.28	11.30	1.61	35.02	1.10	5.62	34.41	19.80	50.00
02/03/2017	26.85	26.38	11.24	1.53	35.52	1.07	5.48	34.06	20.40	50.10
03/03/2017	26.79	26.85	11.28	1.47	34.61	1.09	5.41	34.03	21.00	50.31
06/03/2017	26.68	26.55	11.24	1.36	33.33	1.15	5.25	33.86	18.96	50.24
07/03/2017	26.56	26.61	11.23	1.28	32.63	1.14	5.27	33.76	18.00	49.72
08/03/2017	26.51	26.34	11.17	1.22	32.66	1.11	5.24	33.69	18.00	49.37
09/03/2017	26.38	26.34	11.15	1.14	32.48	1.17	5.24	33.68	16.80	48.98
10/03/2017	26.93	26.36	11.22	1.33	32.40	1.15	5.06	33.95	16.80	48.74
13/03/2017	26.56	26.36	11.25	1.23	32.84	1.17	4.96	33.96	17.40	49.23
14/03/2017	26.27	26.59	11.11	1.28	32.07	1.20	4.89	33.87	16.20	51.60
15/03/2017	26.47	27.81	11.25	1.37	33.00	1.14	5.00	34.32	16.80	51.15
16/03/2017	26.46	28.56	11.32	1.37	32.98	1.16	5.10	34.30	16.56	52.41
17/03/2017	26.58	28.85	11.39	1.40	31.83	1.15	4.95	34.53	16.20	52.30
20/03/2017	26.45	28.65	11.41	1.34	30.34	1.12	4.90	34.39	16.20	52.38
21/03/2017	26.14	28.68	11.36	1.25	29.04	1.03	4.80	33.95	17.40	50.14
22/03/2017	26.27	28.33	11.40	1.24	28.87	1.02	4.98	33.93	16.80	51.00
23/03/2017	26.35	28.03	11.43	1.24	28.58	1.05	4.84	34.07	16.56	50.96
24/03/2017	26.43	28.05	11.44	1.24	28.31	1.08	4.91	34.21	16.20	52.63
27/03/2017	26.19	28.33	11.44	1.24	28.23	1.06	4.94	34.39	16.80	54.04
28/03/2017	26.35	28.54	11.54	1.25	28.28	1.04	5.08	34.40	16.80	55.49
29/03/2017	26.40	28.12	11.53	1.30	28.03	1.04	5.26	34.50	16.20	55.48
30/03/2017	26.57	28.67	11.44	1.35	27.47	1.05	5.22	34.71	17.16	55.58
31/03/2017	26.51	28.53	11.57	1.37	27.10	1.02	5.40	34.71	16.56	55.66
03/04/2017	26.58	28.37	11.55	1.37	26.33	0.97	5.28	34.32	16.20	59.70
04/04/2017	26.70	28.65	11.54	1.40	26.82	0.95	5.22	34.35	16.56	60.74
05/04/2017	26.66	28.36	11.50	1.29	26.58	0.95	5.03	34.18	17.40	59.00
06/04/2017	26.62	28.45	11.54	1.35	26.62	0.98	5.18	34.41	18.00	59.74
07/04/2017	26.67	28.70	11.59	1.36	26.81	0.95	5.34	34.40	19.20	60.51
10/04/2017	26.69	28.85	11.54	1.35	27.97	0.93	5.54	34.44	21.00	62.48
11/04/2017	26.72	28.44	11.67	1.34	28.10	0.92	5.46	34.56	22.80	61.74
12/04/2017	26.48	28.24	11.61	1.34	27.91	0.97	5.33	34.46	19.80	59.37
13/04/2017	26.29	28.15	11.52	1.31	27.42	0.99	5.23	34.17	19.80	60.80
17/04/2017	26.36	28.32	11.65	1.31	27.34	0.96	5.30	34.54	18.96	60.29
18/04/2017	26.54	28.22	11.49	1.26	26.89	0.92	5.19	34.50	18.36	60.05
19/04/2017	26.68	28.02	11.46	1.19	26.54	0.92	5.16	34.72	18.60	61.10
20/04/2017	26.92	27.77	11.46	1.18	26.74	0.90	5.12	34.92	18.60	60.50
21/04/2017	26.28	27.91	11.44	1.23	26.80	0.91	5.12	34.96	18.00	61.12
24/04/2017	26.28	29.18	11.73	1.28	27.08	0.91	5.27	35.88	18.36	61.61
25/04/2017	26.19	28.58	11.85	1.29	27.54	0.95	5.42	36.00	19.20	62.76
26/04/2017	26.02	28.84	11.85	1.27	28.99	0.89	5.32	36.10	18.60	62.03
27/04/2017	25.86	29.45	11.99	1.24	29.44	0.89	5.33	36.17	19.20	61.73
28/04/2017	25.78	29.83	12.00	1.19	29.55	0.87	5.29	36.32	13.80	62.81
01/05/2017	25.74	30.00	12.05	1.20	29.55	0.85	5.38	36.44	14.40	64.57
02/05/2017	25.78	29.96	12.15	1.23	30.32	0.84	5.21	36.39	12.96	63.78
03/05/2017	26.00	29.80	12.07	1.16	33.91	0.80	4.75	36.28	13.20	62.20
04/05/2017	25.97	29.66	12.16	1.12	34.24	0.82	4.71	36.49	12.24	59.09
05/05/2017	25.99	29.60	12.33	1.16	34.54	0.80	4.86	36.91	12.60	61.67
08/05/2017	25.86	29.04	12.19	1.17	35.15	0.77	4.92	36.82	13.56	61.44
09/05/2017	25.73	28.82	12.18	1.15	35.78	0.76	4.90	36.71	13.56	64.25
10/05/2017	25.53	28.99	12.16	1.06	36.57	0.76	5.09	36.88	13.20	65.04
11/05/2017	25.68	28.94	12.14	0.92	36.62	0.85	5.00	36.76	13.56	64.62
12/05/2017	25.14	29.00	12.21	0.83	36.38	0.81	4.87	36.67	12.60	64.96
15/05/2017	25.06	29.30	12.26	0.77	37.21	0.88	4.91	36.98	12.96	63.18
16/05/2017	24.94	29.35	12.34	0.77	36.78	0.83	4.90	37.21	12.00	63.40
17/05/2017	24.38	29.37	12.15	0.71	34.98	0.82	4.81	36.40	11.16	61.22
18/05/2017	24.44	29.19	12.19	0.70	34.96	0.83	4.90	36.51	10.32	62.61
19/05/2017	24.95	29.24	12.34	0.72	36.34	0.88	5.05	37.18	11.16	62.17
22/05/2017	25.06	29.29	12.37	0.78	36.43	0.87	4.90	37.48	11.52	62.07
23/05/2017	25.15	29.93	12.38	0.77	36.47	0.89	4.89	37.65	11.16	60.77
24/05/2017	24.75	30.14	12.37	0.73	38.90	0.92	4.92	37.59	10.92	62.04
25/05/2017	24.45	30.13	12.40	0.73	37.94	0.88	4.91	37.70	11.16	63.37
26/05/2017	24.42	30.06	12.39	0.72	36.84	0.90	4.94	37.49	11.52	65.03
30/05/2017	24.34	30.37	12.34	0.75	39.50	0.90	5.02	37.49	11.76	67.02
31/05/2017	24.35	30.06	12.39	0.76	38.51	0.88	5.04	37.62	11.52	68.20
01/06/2017	24.66	30.17	12.43	0.78	38.32	0.88	5.13	38.05	12.12	68.07
02/06/2017	24.80	29.88	12.42	0.82	38.33	0.87	5.12	38.51	13.08	67.97
05/06/2017	24.89	29.89	12.45	0.78	37.67	0.83	5.00	38.14	13.44	69.46
06/06/2017	24.84	30.16	12.52	0.76	37.44	0.86	5.02	38.22	12.36	70.57
07/06/2017	24.62	30.44	12.44	0.77	36.94	0.86	4.93	38.29	12.96	71.93
08/06/2017	24.54	30.51	12.43	0.79	37.80	0.86	5.34	38.43	12.48	74.00
09/06/2017	24.85	30.56	12.34	0.78	36.65	0.86	5.41	38.32	13.20	71.46
12/06/2017	25.74	30.55	12.30	0.77	36.40	0.87	5.44	38.06	13.20	71.80
13/06/2017	25.30	30.76	12.36	0.82	36.46	0.86	5.48	38.31	13.68	75.19
14/06/2017	25.52	30.57	12.34	0.80	36.19	0.87	5.49	38.17	13.80	76.13
15/06/2017	25.96	30.56	12.12	0.79	35.73	0.86	5.52	37.72	13.44	75.07
16/06/2017	26.24	30.59	12.16	0.77	35.83	0.92	5.74	37.96	13.20	74.28
19/06/2017	26.06	30.58	12.11	0.80	36.35	0.88	5.85	38.17	13.56	73.96
20/06/2017	25.45	30.53	12.00	0.84	35.45	0.85	6.36	37.66	13.92	74.45
21/06/2017	25.13	30.55	12.01	0.83	37.23	0.86	6.52	37.55	14.04	75.28
22/06/2017	24.93	32.23	11.97	0.87	38.42	0.87	6.65	37.78	15.12	76.52
23/06/2017	24.94	33.65	11.95	0.89	39.74	0.82	6.75	38.03	14.40	76.69
26/06/2017	24.98	34.29	12.01	0.85	40.17	0.83	6.83	38.01	15.60	75.50
27/06/2017	24.62	33.94	12.02	0.85	40.05	0.83	6.89	37.78	16.56	72.47
28/06/2017	24.50	33.22	12.14	0.87	40.49	0.83	7.10	38.08	16.68	74.25
29/06/2017	24.45	32.68	11.98	0.85	40.08	0.82	7.27	37.73	15.48	72.15
30/06/2017	24.44	32.19	12.08	0.87	39.88	0.79	7.12	37.95	14.88	72.32
03/07/2017	24.84	32.21	12.13	0.86	40.07	0.82	7.24	38.03	15.12	70.52
05/07/2017	24.74	32.17	12.07	0.82	39.04	0.80	6.80	38.01	15.00	65.42
06/07/2017	23.80	32.20	12.06	0.82	38.67	0.80	6.75	37.69	14.64	61.77
07/07/2017	23.66	32.43	12.08	0.80	39.40	0.79	6.79	38.00	15.00	62.64
10/07/2017	23.56	33.27	12.07	0.83	39.54	0.84	6.89	38.10	15.72	63.21
11/07/2017	23.87	32.95	12.06	0.79	39.81	0.81	6.87	38.28	16.44	65.44
12/07/2017	24.05	33.35	12.23	0.82	41.79	0.83	7.06	38.70	16.44	65.90
13/07/2017	24.24	32.77	12.19	0.81	41.53	0.84	6.99	38.88	16.80	64.68
14/07/2017	24.23	33.28	12.35	0.82	42.94	0.85	7.07	39.13	17.04	65.56
17/07/2017	24.27	33.50	12.29	0.80	42.72	0.87	7.01	39.06	17.52	63.91
18/07/2017	24.33	33.53	12.29	0.80	44.02	0.86	7.14	39.07	17.16	65.65
19/07/2017	24.37	33.21	12.31	0.80	45.67	0.86	7.27	39.44	16.92	65.05
20/07/2017	24.15	33.07	12.40	0.84	46.27	0.88	7.25	39.39	17.16	65.98
21/07/2017	23.44	33.37	12.46	0.86	45.15	0.87	7.29	39.19	17.28	65.68
24/07/2017	23.01	33.60	12.35	0.89	44.98	0.86	7.56	39.10	17.40	68.50
25/07/2017	23.02	33.80	12.46	0.99	45.46	0.88	7.35	39.20	17.76	67.92
26/07/2017	23.15	34.61	12.53	1.01	45.44	0.86	7.30	39.18	19.08	68.77
27/07/2017	23.33	34.42	12.32	0.95	44.81	0.87	7.37	38.72	18.60	66.89
28/07/2017	23.10	34.82	12.34	0.96	48.87	0.84	7.48	38.77	18.84	67.01
31/07/2017	23.17	35.87	12.34	0.94	49.31	0.86	7.53	38.79	18.60	64.69
01/08/2017	23.02	35.53	12.31	0.96	49.65	0.84	7.44	39.01	18.48	63.91
02/08/2017	23.09	35.54	12.40	0.94	48.63	0.85	7.19	38.77	18.60	65.18
03/08/2017	23.31	35.49	12.46	0.94	47.30	0.86	7.24	38.68	19.08	69.42
04/08/2017	23.32	35.45	12.48	0.93	47.98	0.88	7.27	38.81	19.32	71.38
07/08/2017	23.19	35.18	12.50	0.87	48.57	0.83	7.42	38.82	19.20	71.03
08/08/2017	23.13	34.69	12.48	0.89	47.84	0.87	7.05	38.65	18.96	73.04
09/08/2017	23.26	33.92	12.45	0.93	47.43	0.81	6.84	38.49	18.12	72.71
10/08/2017	22.89	33.20	12.27	0.83	46.75	0.82	6.69	37.76	17.04	71.08
11/08/2017	22.80	33.64	12.32	0.82	47.54	0.85	6.82	38.01	16.56	71.57
14/08/2017	22.94	34.78	12.41	0.82	48.87	0.87	6.96	38.40	17.52	72.76
15/08/2017	22.75	34.87	12.36	0.78	49.09	0.87	6.94	38.37	17.40	72.47
16/08/2017	22.71	35.00	12.48	0.82	49.07	0.86	6.84	38.40	16.92	72.58
17/08/2017	22.39	34.32	12.25	0.82	47.77	0.85	6.65	37.77	17.28	70.38
18/08/2017	22.21	34.32	12.37	0.87	48.06	0.88	6.85	38.01	16.92	69.49
21/08/2017	22.16	34.15	12.30	0.84	45.96	0.85	6.70	37.99	16.68	67.57
22/08/2017	22.26	34.19	12.36	0.84	46.59	0.85	6.71	38.45	17.40	68.27
23/08/2017	22.07	34.79	12.37	0.86	46.48	0.86	6.94	38.33	17.52	70.55
24/08/2017	21.99	34.58	12.30	0.91	47.20	0.86	7.59	38.31	17.64	70.59
25/08/2017	22.16	34.19	12.43	0.94	47.42	0.84	6.91	38.53	17.76	69.61
28/08/2017	22.14	34.51	12.44	0.92	48.02	0.85	6.93	38.52	17.88	69.13
29/08/2017	22.11	34.91	12.40	0.92	48.40	0.84	6.83	38.39	17.76	69.47
30/08/2017	21.97	34.92	12.31	0.95	48.09	0.94	6.78	38.57	17.88	70.64
31/08/2017	22.21	36.42	12.38	0.92	46.96	0.90	6.70	39.15	18.48	71.18
01/09/2017	22.75	36.65	12.32	0.98	47.84	0.87	6.77	39.18	19.20	71.08
05/09/2017	22.39	36.86	12.27	1.09	47.86	0.87	6.92	39.04	18.48	69.92
06/09/2017	22.55	37.15	12.36	1.11	47.35	0.88	7.07	39.16	18.00	68.91
07/09/2017	21.73	36.61	12.44	1.30	47.45	0.86	7.15	39.26	18.24	70.12
08/09/2017	21.55	36.98	12.38	1.30	46.91	0.87	7.04	39.33	17.88	68.68
11/09/2017	21.46	36.98	12.51	1.25	47.16	0.86	6.92	39.74	18.00	72.74
12/09/2017	21.63	36.23	12.47	1.21	47.48	0.91	6.94	39.78	18.00	72.55
13/09/2017	21.81	36.10	12.31	1.29	46.83	0.88	6.83	39.67	18.60	73.25
14/09/2017	21.95	36.95	12.37	1.30	48.43	0.93	6.86	39.73	18.36	75.53
15/09/2017	21.87	37.67	12.29	1.53	50.45	0.91	6.72	39.60	17.88	75.96
18/09/2017	22.35	36.69	12.25	1.51	48.54	0.94	6.44	39.90	17.64	77.00
19/09/2017	22.11	36.32	12.39	1.51	48.86	0.99	6.05	40.15	18.72	75.02
20/09/2017	22.22	36.40	12.41	1.52	48.85	0.96	6.02	40.21	19.80	74.78
21/09/2017	22.62	36.28	12.35	1.41	48.76	1.07	5.47	40.09	19.80	73.30
22/09/2017	22.73	36.50	12.31	1.41	51.41	1.14	5.59	40.27	20.88	70.22
25/09/2017	22.95	35.75	12.22	1.36	46.88	1.11	5.19	39.98	21.60	69.00
26/09/2017	22.78	35.63	12.22	1.37	46.17	1.06	5.40	39.74	21.48	69.05
27/09/2017	22.27	34.53	12.27	1.45	47.05	1.04	5.63	40.11	20.88	68.19
28/09/2017	22.15	35.23	12.32	1.51	46.14	1.00	5.53	40.53	20.40	67.92
29/09/2017	22.10	35.39	12.38	1.52	45.88	1.02	5.55	40.70	21.00	68.22
02/10/2017	22.45	35.55	12.43	1.53	47.18	1.04	5.53	40.64	22.08	68.31
03/10/2017	22.66	36.15	12.48	1.59	47.23	1.04	5.65	40.96	22.68	69.63
04/10/2017	22.37	36.50	12.45	1.52	47.65	1.06	5.63	41.19	26.64	71.00
05/10/2017	22.42	36.16	12.48	1.53	47.93	1.06	5.54	41.12	27.12	71.07
06/10/2017	22.29	36.21	12.43	1.49	48.21	1.06	5.58	41.08	27.12	71.38
09/10/2017	21.41	36.53	12.52	1.43	46.91	1.12	5.43	41.09	25.68	68.59
10/10/2017	21.35	37.07	12.62	1.38	47.67	1.13	5.45	41.24	24.96	71.12
11/10/2017	21.08	36.46	12.73	1.40	47.20	1.13	5.47	41.46	25.92	70.92
12/10/2017	21.06	37.27	12.67	1.41	47.11	1.10	5.39	41.61	26.04	71.14
13/10/2017	21.00	37.39	12.71	1.39	47.60	1.10	5.52	41.69	25.80	71.11
16/10/2017	21.35	38.11	12.58	1.41	47.31	1.07	5.49	41.66	25.56	70.12
17/10/2017	21.19	37.49	12.59	1.37	47.24	1.02	5.54	41.43	24.48	71.15
18/10/2017	21.13	37.33	12.60	1.26	46.94	1.05	5.54	41.52	25.56	71.93
19/10/2017	21.55	37.19	12.61	1.29	47.64	1.08	5.46	41.46	25.20	70.36
20/10/2017	21.78	37.16	12.55	1.37	47.73	1.02	5.57	41.49	26.04	69.02
23/10/2017	20.40	36.27	12.51	1.32	48.92	0.96	5.37	41.45	26.16	67.40
24/10/2017	20.00	35.95	12.46	1.33	48.61	1.00	5.44	41.62	26.40	67.47
25/10/2017	19.65	34.68	12.38	1.27	47.39	0.97	5.42	41.52	25.32	65.17
26/10/2017	19.48	33.62	12.44	1.32	47.92	0.99	5.44	41.86	25.56	65.23
27/10/2017	19.00	34.44	12.37	1.36	57.67	0.97	5.62	42.23	26.04	64.17
30/10/2017	18.65	34.48	12.39	1.49	60.43	0.98	5.72	42.12	25.68	64.02
31/10/2017	18.42	34.55	12.46	1.53	54.82	0.91	5.74	42.43	26.28	66.31
01/11/2017	18.29	34.55	12.45	1.40	57.21	0.95	5.74	42.25	25.68	64.22
02/11/2017	18.22	32.34	12.42	1.45	57.87	0.96	5.69	42.43	26.88	59.85
03/11/2017	18.40	33.93	12.25	1.48	59.87	0.95	5.65	42.16	26.52	61.22
06/11/2017	18.39	33.68	12.31	1.49	61.47	0.97	6.13	42.41	26.76	60.56
07/11/2017	18.47	33.85	12.17	1.46	60.96	1.01	5.86	42.03	26.04	61.21
08/11/2017	18.39	33.78	12.32	1.75	61.79	0.97	5.89	41.93	25.44	60.88
09/11/2017	18.27	34.10	11.97	1.83	60.54	0.97	6.24	41.43	23.88	60.60
10/11/2017	18.72	34.07	11.89	1.97	61.59	1.00	5.83	41.11	24.96	60.60
13/11/2017	17.38	34.80	11.91	2.32	61.57	1.03	6.07	40.88	23.40	63.08
14/11/2017	16.36	34.86	11.83	2.37	61.28	1.02	6.17	40.93	19.56	61.74
15/11/2017	16.69	35.11	11.80	2.61	60.60	0.98	6.08	40.67	18.72	62.26
16/11/2017	16.68	35.32	11.93	2.78	60.35	0.97	6.04	41.30	19.08	62.50
17/11/2017	16.64	34.73	11.80	2.77	60.18	0.97	6.05	41.11	18.96	63.01
20/11/2017	16.43	34.71	11.66	2.56	61.06	0.96	6.02	41.25	18.72	61.75
21/11/2017	16.29	34.37	11.73	2.78	60.24	0.96	5.92	41.28	19.08	63.56
22/11/2017	16.59	34.29	11.79	2.81	60.51	0.95	5.92	41.50	18.84	62.52
24/11/2017	16.62	34.38	11.79	2.66	60.61	0.97	5.93	41.68	20.64	63.11
27/11/2017	16.56	34.00	11.76	3.00	61.65	0.97	6.08	41.58	20.16	63.36
28/11/2017	16.82	33.74	11.88	3.14	62.13	0.99	5.73	42.05	19.92	63.51
29/11/2017	16.89	33.74	11.95	2.87	60.02	1.00	5.56	41.18	19.56	61.51
30/11/2017	16.71	34.65	11.95	2.90	62.10	0.95	5.60	41.50	20.52	61.77
01/12/2017	16.34	34.60	11.91	2.90	60.30	0.96	5.44	41.03	20.28	61.31
04/12/2017	16.40	32.82	11.79	2.65	57.27	0.95	5.49	40.69	20.28	61.04
05/12/2017	16.23	33.41	11.77	2.76	61.21	0.98	5.56	40.35	21.12	60.74
06/12/2017	16.25	34.52	11.73	2.70	63.24	0.97	5.56	40.42	21.84	62.65
07/12/2017	16.30	34.95	11.84	2.80	68.43	0.95	5.67	40.86	24.00	62.25
08/12/2017	16.30	35.59	11.91	2.77	70.02	1.00	5.73	40.66	24.24	63.03
11/12/2017	16.24	35.04	11.98	2.70	70.05	0.98	5.80	40.84	23.40	65.78
12/12/2017	16.48	35.56	11.97	2.72	68.91	1.01	5.69	41.12	22.68	68.21
13/12/2017	16.34	36.57	12.05	2.66	68.48	1.01	5.69	41.02	22.44	67.81
14/12/2017	16.23	37.45	12.05	2.70	67.89	0.96	5.86	41.00	22.32	67.58
15/12/2017	16.40	37.85	12.00	2.80	68.96	0.94	6.06	41.49	22.32	68.69
18/12/2017	16.34	38.13	12.08	2.56	70.63	0.96	6.07	42.03	21.00	67.77
19/12/2017	16.19	37.64	12.05	2.47	69.15	0.98	5.99	41.83	21.60	66.22
20/12/2017	16.06	37.29	12.07	2.52	68.69	0.98	6.07	41.72	21.24	65.80
21/12/2017	16.08	36.81	12.17	2.55	69.11	1.08	6.05	41.60	20.88	66.33
22/12/2017	16.10	36.70	12.26	2.53	68.85	1.05	6.02	41.62	20.76	65.04
26/12/2017	16.15	36.42	12.27	2.42	68.04	1.11	5.84	41.61	20.28	63.46
27/12/2017	16.10	36.53	12.27	2.45	68.84	1.17	5.87	41.66	20.52	62.33
28/12/2017	16.09	37.70	12.38	2.49	68.35	1.14	6.07	41.89	20.76	63.07
29/12/2017	16.17	38.27	12.45	2.41	67.52	1.12	5.90	41.66	20.40	62.27
02/01/2018	16.66	38.45	12.55	2.60	70.43	1.08	5.92	42.18	20.88	64.11
03/01/2018	16.82	37.26	12.53	2.58	69.80	1.13	6.05	42.58	20.76	63.45
04/01/2018	17.17	36.61	12.53	2.50	69.14	1.16	6.06	42.93	21.12	62.92
05/01/2018	17.18	36.75	12.55	2.47	69.17	1.14	6.01	43.07	20.64	63.32
08/01/2018	16.94	37.27	12.67	2.41	69.62	1.15	6.05	43.43	20.88	67.28
09/01/2018	17.20	36.78	12.65	2.38	70.02	1.14	6.01	43.01	20.88	66.74
10/01/2018	17.54	35.80	12.54	2.26	69.64	1.14	6.02	42.61	22.20	66.96
11/01/2018	17.62	35.67	12.68	2.40	76.27	1.19	6.30	43.19	24.12	67.59
12/01/2018	17.38	35.79	12.77	2.24	73.41	1.19	6.36	43.73	23.76	67.24
16/01/2018	16.87	35.47	12.91	2.09	71.22	1.19	6.06	43.87	23.40	68.01
17/01/2018	16.08	35.50	12.94	2.10	72.00	1.14	6.09	44.16	22.92	69.43
18/01/2018	15.54	35.64	12.94	1.94	71.09	1.16	5.92	44.07	22.32	68.91
19/01/2018	15.07	36.64	12.98	1.95	70.03	1.15	5.94	44.41	23.04	70.00
22/01/2018	14.98	36.34	13.08	1.97	68.96	1.17	6.04	44.42	23.04	70.31
23/01/2018	15.65	37.16	13.06	2.06	68.48	1.15	6.41	44.35	22.68	70.56
24/01/2018	15.23	37.07	13.00	2.02	68.98	1.15	6.39	44.37	22.44	69.18
25/01/2018	14.99	37.31	12.91	2.09	70.44	1.18	6.33	44.07	21.72	67.53
26/01/2018	14.95	38.21	12.92	2.14	70.56	1.18	6.33	44.63	20.40	68.57
29/01/2018	15.09	38.90	12.84	2.03	68.35	1.16	6.66	44.29	21.12	69.91
30/01/2018	14.78	39.17	12.90	2.03	67.09	1.17	6.67	44.09	20.52	69.16
31/01/2018	14.98	39.87	12.95	2.20	67.17	1.14	6.33	44.02	20.04	70.86
01/02/2018	14.84	39.49	12.82	2.17	67.55	1.14	6.07	44.19	20.52	69.85
02/02/2018	14.49	38.44	12.46	2.07	66.44	1.08	5.82	43.04	19.92	68.75
05/02/2018	13.82	36.86	12.02	2.30	63.50	1.02	5.61	42.17	18.60	66.63
06/02/2018	14.15	37.23	12.25	2.31	63.48	1.00	5.55	41.89	18.48	66.79
07/02/2018	14.13	35.88	12.15	2.53	62.94	1.01	5.54	41.98	19.32	69.00
08/02/2018	13.39	34.68	11.82	2.28	60.69	1.00	5.33	40.90	19.08	63.05
09/02/2018	13.84	33.83	11.99	2.29	61.22	1.03	5.37	40.92	19.80	62.08
12/02/2018	13.73	35.30	12.11	2.66	62.52	1.07	6.00	41.48	21.24	63.15
13/02/2018	13.59	36.15	12.08	2.85	64.22	1.04	5.97	41.76	21.60	64.73
14/02/2018	13.81	36.34	12.31	2.67	65.24	1.14	6.42	42.31	21.60	64.46
15/02/2018	13.76	36.47	12.38	2.76	65.82	1.16	6.53	43.10	21.12	66.81
16/02/2018	13.95	36.55	12.40	2.82	65.85	1.13	6.78	43.27	20.88	67.10
20/02/2018	13.66	35.93	12.39	2.55	66.58	1.09	6.73	42.99	20.64	66.95
21/02/2018	13.43	34.65	12.33	2.63	66.70	1.11	7.06	43.20	20.76	66.66
22/02/2018	13.55	34.60	12.35	2.43	66.28	1.06	6.69	42.90	20.52	69.23
23/02/2018	13.54	35.75	12.48	2.47	61.79	1.08	6.87	43.02	20.76	70.41
26/02/2018	13.69	35.43	12.59	2.68	65.10	1.11	7.05	43.34	20.52	71.48
27/02/2018	13.55	35.39	12.43	2.79	63.48	1.09	6.75	42.96	19.56	70.20
28/02/2018	13.18	35.16	12.34	3.32	62.85	1.09	6.69	42.33	19.80	68.61
01/03/2018	13.10	35.39	12.22	3.31	62.09	1.10	6.94	41.84	19.92	66.19
02/03/2018	13.19	34.24	12.20	3.43	64.33	1.09	7.06	41.77	20.16	67.02
05/03/2018	13.47	34.09	12.25	3.71	66.05	1.08	7.20	42.33	20.52	66.67
06/03/2018	13.68	33.56	12.29	3.85	67.45	1.09	7.43	42.74	21.12	65.64
07/03/2018	13.56	34.16	12.33	3.92	67.95	1.09	6.76	43.00	20.52	66.46
08/03/2018	13.57	34.06	12.38	3.79	67.69	1.06	6.91	43.31	21.60	65.82
09/03/2018	13.96	34.42	12.49	3.87	67.90	1.13	7.15	43.80	21.84	65.43
12/03/2018	14.11	34.73	12.58	4.05	70.05	1.15	7.20	43.90	22.20	69.10
13/03/2018	13.48	34.59	12.46	3.98	69.15	1.57	7.27	43.57	21.60	68.37
14/03/2018	13.33	35.30	12.62	4.25	69.52	1.56	7.65	43.56	20.88	65.33
15/03/2018	13.42	35.05	12.56	4.41	68.74	1.37	7.46	43.50	20.52	65.12
16/03/2018	13.37	36.11	12.54	4.72	69.87	1.29	7.66	43.54	21.60	64.27
19/03/2018	13.15	35.66	12.51	4.74	71.26	1.45	7.63	43.28	22.20	62.71
20/03/2018	12.74	36.31	12.60	4.76	73.00	1.44	8.05	43.52	22.20	62.11
21/03/2018	12.97	36.67	12.67	4.71	73.87	1.39	8.64	43.83	21.72	63.31
22/03/2018	12.47	36.50	12.39	4.73	72.09	1.37	8.47	42.30	21.60	61.82
23/03/2018	12.21	36.21	12.32	4.83	70.65	1.29	8.43	41.87	21.36	60.31
26/03/2018	12.04	36.95	12.59	4.92	74.02	1.27	8.73	42.79	21.84	60.84
27/03/2018	12.56	36.57	12.49	5.08	71.51	1.27	8.76	41.91	21.00	55.84
28/03/2018	12.78	36.64	12.53	4.59	69.32	1.21	8.69	41.70	20.64	51.56
29/03/2018	12.59	35.83	12.60	4.57	70.98	1.20	8.93	42.33	20.76	53.23
02/04/2018	12.26	35.76	12.41	4.51	69.39	1.22	9.08	41.15	20.76	50.50
03/04/2018	12.27	36.02	12.55	4.24	69.76	1.32	9.16	41.51	20.40	53.51
04/04/2018	12.41	35.87	12.61	4.42	70.19	1.38	9.82	41.60	20.76	57.39
05/04/2018	12.55	36.12	12.69	4.36	71.64	1.40	9.94	42.12	21.36	61.14
06/04/2018	12.20	35.36	12.69	4.14	69.70	1.39	8.52	41.47	21.60	59.86
09/04/2018	11.99	35.59	12.88	4.15	70.85	1.35	8.19	42.01	22.32	57.93
10/04/2018	12.19	34.90	12.90	4.00	70.79	1.40	8.20	42.20	23.52	60.94
11/04/2018	12.12	34.59	12.88	3.96	71.25	1.39	8.28	42.25	25.08	60.19
12/04/2018	12.31	34.31	12.86	4.07	71.23	1.40	8.47	42.52	24.48	58.82
13/04/2018	12.60	34.47	12.98	3.94	70.68	1.42	8.50	42.28	24.12	60.07
16/04/2018	12.45	35.16	12.96	3.96	70.12	1.35	8.63	42.43	24.36	58.24
17/04/2018	12.88	35.77	12.98	4.26	72.68	1.40	8.75	43.10	24.48	57.54
18/04/2018	12.76	35.90	12.99	4.25	77.58	1.38	9.11	43.17	24.96	58.67
19/04/2018	13.07	35.74	12.99	4.58	76.96	1.39	8.91	43.05	24.48	60.02
20/04/2018	13.58	35.66	12.96	4.91	75.51	1.35	9.27	42.77	23.88	58.05
23/04/2018	13.57	36.17	12.81	4.96	74.37	1.32	8.82	42.65	23.76	56.67
24/04/2018	13.72	36.37	12.81	4.46	74.07	1.33	8.88	42.16	23.40	56.69
25/04/2018	13.13	37.26	12.79	4.39	73.58	1.30	8.99	41.90	22.68	56.14
26/04/2018	13.43	38.04	13.01	4.38	75.08	1.33	9.08	42.08	22.68	57.10
